title,author,newspaper,language,content,published_year,issue_number
Orange may get parking structure,Jeong Park,Anaheim Bulletin,english,"Another parking structure is being discussed for Old Towne Orange     though it would be years before it opens. The City Council last week approved paying $56,000 to Watry Design for a site plan with possibly 200 to 300 stalls in a structure at Almond Avenue and G rand Street, possibly replacing the Orange Fire Department headquarters and an apartment complex. The city already has been looking at building new headquarters at 105 S. Water St., although it   s still uncertain how the city would fund that project. Old Towne Orange has chronically struggled with parking. A 608-stall structure near the Metrolink Stationon the area   s west side opened in February. But the city for years also has discussed an eastside structure as well, city spokesman Paul Sitk off said. Watry Design will look at two options: A stand-alone structure or a mixed-use project that also could include office spaces for city staffers. The proposed parking structure could cost $7 million to $13 million, according to estimgn   s proposal. But Sitk off stressed neither funding nor a final construction cost for the structure has been identified.    You can   t really estimate the cost until you really know w hat   s going to be built,    he said. Nothing is set in stone, Sitk off said, from how the structure would look to how much it would cost to whether it will be built at, all. No one should expect shovels to hit the ground on this project for a while, he said.    This is the beginning of the journey,    he said.    And like most journeys, you",2019,04-Apr
Volunteers getting ready to show their communities some love City ,Heather McRea,Anaheim Bulletin,english,"Yorba Linda will join several Orange County com m unities this year in organizing a volunteer day, May 4, to show the city some love. The Love Our Cities campaign has spread over the years across north and central Orange County and now includes 10 communities. Love Yorba Linda will feature 13 projects, including sprucing up several local elementary schools. The biggest project of the day will be at the Philip Paxton Equestrian Center, where volunteers will be painting railings around the arena, adding landscaping and helping to clean up, said Cindy Scott, who has been leading the organization of the first Love Yorba Linda day.    It is great,    she said.    The community is excited. It is a great way for the community to come together and get to know one another.    Across the region, volunteers will be marshaling their talents     and elbow grease     to complete community projects, which range from painting fire hydrants in Anaheim to a poolside mural in Buena Park. Thers planned throughout the cities, including serving lunch at a rescue mission in Tlistin and writing cards and notes for the elderly in Fullerton. Fullerton was the first Orange County city to join the Love Our Cities effort. Since then, OC United has taken over organizing and helping behind the scenes as more cities joined. OC United now lists Anaheim, Brea, Buena Park, Costa Mesa, Fullerton, La Habra, Orange, Placentia, Tustin and Yorba Linda among its participating cities, though not all are staging events May 4. Volunteers still are needed for many projects. ",2019,04-Apr
"Planned cemetery will have space for Vietnamese, Korean allies",Alicia Robinson,Anaheim Bulletin,english,"A cemetery Orange County officials want to build using sprawling land on Anaheim   s eastern end could make history, with space included for those who fought alongside American forces in Vietnam and Korea. The soldiers who supported the U.S. military were struggling for freedom and democracy, and they should be afforded respect, said county Supervisor Andrew Do, who led supervisors Tuesday in designating 10 percent of the future cemetery toward a final resting place for members of the military or government of allied forces.    It was more of a universal conflict against communism,    Do said.    We fought together, not just as Americans and Vietnamese but as fellow compatriots.    The county is transferring 283 acres near the junction of the 91 and 241 freeways to the Orange County Cemetery District; it will be the fourth cemetery in the district and will alleviate a pressing shortage of public burial space. A section of the cemetery already was planned for American military vetof any military cemetery in the country that honors allied troops, so Orange County   s could be the first.    This cemetery will greatly commemorate the Korea-U.S. relationship and will be a comfort to our Korean veterans,    said James Lee, president of the Korean Veterans Association   s Southwest Region. He was speaking in Korean.    We are proud to lay to rest in the United States as a Korean veteran.    Orange County is home to more than 750 Korean veterans who fought in the Korean or Vietnam wars, Lee said. Some have considered returning to South Korea to be buried in the country    s national cemeteries, but many want to stay here close to their families.    Th",2019,04-Apr
Homeless shelter in Anaheim now open,Theresa Walker,Anaheim Bulletin,english,"Homeless people who sleep in the streets, parks and other outdoor spots around Anaheim have another option for a safer place to rest and can find other services at a shelter the city opened in January to accommodate up to 224 people. The newly christened Anaheim Emergency Shelter opened near the Salvation Army   s Adult Rehabilitation Center on South Lewis Street. The city is contracting with the Salvation Army Orange County to operate the new $13.1 million shelter, set on 1.7 acres at 1455 S. Salvation Place. The first group of about a half-dozen    guests,    as the Salvation Army refers to the shelter residents, migrated from the interim emergency shelter the city fast-tracked in December inside an empty warehouse near Angel Stadium. Six to 10 people were expected to be moved in daily after that. The goal is to give people a safe place and assistance to find what they need to help rebuild their lives     housing, employment or recovery from substance abuse. There will be no settim l can stay while they progress to ward independence, said Renay K. Panoncialman, the Salvation Army   s director of social services for Orange County. Design Unlike other existing and planned shelters in Orange County, Anaheim Emergency Shelter has an open-campus style design. Freestanding modular units can house up to 20 people each, or, in the case of couples, up to 10 adults. The units rest on decomposed granite, lotted with shade trees in containers donated through the city   s Tree Power Program. Restrooms, showers and a laundry facility are housed in separate units; a dining area, lounge and meeting space share a triple wide module. Pets will be allowed; a dog run was created for exercise, and volunteer veterinary services are planned, along with dog training. A recreation area for the residents will include picnic tables and outdoor games such as corn hole bean bag toss. A hot breakfast and dinner, along with a sack lunch for those who desire one, will be provided by the nearby rehabilitatioperson works in a counseling room at the 224-bed Anaheim Emergency Shelter, which the Salvation Army will be operating at its Lewis Street campus.",2019,04-Apr
Parking structure coming soon to Old Towne Orange,Jeong Park,Anaheim Bulletin,english,"A parking structure for Metrolink riders and visitors to Old Towne Orange will open Feb. 19, which city officials hope will relieve the area   s chronic parking problem. More than 100 parking spots in the $29.5 million, 608-space structure will be reserved daily for the public to use free with three-hour limitations. During weekdays, the rest of the spaces will be for those traveling by Metrolink, but visitors will be able to park in those spots during nights and weekends. The building replaces a surface lot that had 172 parking spaces. The city has discussed the project for more than a decade, but it was delayed when the state dissolved redevelopment agencies in 2012, affecting a possible funding source. Meanwhile, Old Towne has continued to grow in popularity with new restaurants and shopping. The city and the Orange County Transportation Authority secured enough federal and state funds, as well as committing their own money, to finally get the construction started in 2017. ' The city spent more than lion to secure hundreds of the structure   s spots for visitor parking, Public Works Director Chris Cash said.He said that he hopes the structure will bring more businesses to Old Towne   s west side now that more nearby parking will be available. The structure has three aboveground levels and two levels below. It will include charging ports for electric cars, and bike racks and lockers. Meanwhile, the lot south of the structure, which has been used as the construction staging area, will be renovated to include 25 spaces for public parking, according to city spokesman Pa",2019,04-Apr
Braille Institute moves classes into a new $10 million center,Lou Ponsi,Anaheim Bulletin,english,"The structure is brand new and the technology cuttingedge, but the sense of camaraderie and compassion is unchanged. The Braille Institute, which has been serving the visually impaired in Southern California since the 1930s, recently opened a $10 million, 14,735-square-foot facility at the same Dale Avenue location where its former center functioned for almost 50 years. The nonprofit serves some 7,500 clients each year who range from having reduced vision to total blindness. At the Braille Institute, clients learn to master everyday life skills such as using cell phones and computers, cooking, making a bed, crossing the street, taking a bus and reading.    Everything that you do at home with vision, we   re learning how to do it here,    said John Simon, Who lost his sight after a stroke in 2017.    And it   s great socially and great staff.    Cooking classes now take place in an ultra-modern kitchen and computer skills are learned using a variety of software that translatille and vice versa. ",2019,04-Apr
"Teachers changing lives, a learn that won I lose and more",Magda Liszewska,Anaheim Bulletin,english,"3 Sonora High teachers up for Life Changer award. Physical education teacher Cory Witt, math teacher Joseph D    Amelia and social science teacher Howard Medrano are up for the 2018-19 national Life Changer of the Year award. All three educators work at Sonora High School and were nominated for developing the iPaTh (Individual, Pathway Academic Thinkers) program, which has been running for seven years. The program   s goal is to have every participating student graduate from high school and attend some form of higher education. So far, all of the involved students who stay at Sonora throughout their four years of high school have achieved this. The teachers identify up to 150 eighth-grade students who are most likely to struggle in high school. The students are invited to a summer bridge program, during which they focus on English, math and writing skills, but Witt and his team also work with the kids to help them develop an attitude for success and what it takes to be successful in high school. A awards ceremony in April in Hawaii, the grand prize winner will be revealed and receive $10,000 to share with his or her school district. International hockey victory for the California Wave The California Wave youth hockey team joins the Hockey Hallof Fame in Toronto for its 2018-19 championship.",2019,04-Apr
2019 WILL BE A BUSY YEAR FOR BIG ROAD CONSTRUCTION PROJECTS,Jeong Park,Anaheim Bulletin,english,"It will be a busy 2019 for major freeways in Orange County.The 405 Freeway will continue to undergo a $1.9 billion expansion between the 73 and the 605     adding regular and carpool lanes and widening or reconstructing more than 18 bridges. Work will continue all year; completion is expected in 2023-    It has been decades since there has been an expansion like this,    Orange County Transportation Authority spokesman Joel Zlotnik said.    This is the largest (project) that OCTA has undertaken.    Nearly $600 million will be spenton two major projects that will start on the 5 Freeway in 2019: Adding a carpool lane between the 55 and 57, and adding a regular traffic lane between Avery Parkway and Alicia Parkway. That   s in addition to the $1.8 billion widening project from the Los Angeles County border to the 605 that will continue throughout 2019. That project is expect to finish in 2021. Zlotnik said the transportation authority has been working with the cities to limit inesses and residents along the 16 miles of the 405 under construction. There will be no daytime lane closures and there is a plan for staging bridge closures, he said.    There will be multiple bridges reconstructed at the same time, but there won   t be consecutive bridges.    It   s not an easy process,    Zlotnik said.    Construction is tough, but the alternative is that we   ll be stuck in gridlock.    Some of the other projects underway in the county include building a bridge to carry Oso Parkway traffic over Los Patrones Parkway in South County, improvements along Santiago Canyon Road and other roads in the canyon communities, and a $107.4 million improvement to the 57   s Lambert Road interchange in Brea. Construction also starts in earnes",2019,04-Apr
GardenWalk poised to expand its amenities,Alicia Robinson,Anaheim Bulletin,english,"The newest owner of Anaheim   s GardenWalk, its third in a decade, is hoping a slew of changes and new additions will lead to a level of success that has so far eluded the open-air mall less than a mile from Disneyland. Whittier-based STC Management has signed leases with restaurants that will serve Indian street food, Japanese fusion cuisine, Taiwanese desserts, boba tea and more, company CEO John Hsu said. Also expected to fill out the mail   s vacant storefronts: a board game cafe, a bar with arcade games and a year-round haunted house. Hsu is aiming to have many of the incoming businesses open by summer, soon after an AMC theater that closed last year at Downtown Disney opens at GardenWalk on Memorial Day weekend. The already signed leases should bring the mail   s occupancy to about 90 percent.    We   re hoping by the end of the year we should be 100 percent,    Hsu said.    We   re very aggressive.    STC     which manages commercial propertiebuilding that housed Richard Nixon   s first law office     bought the struggling GardenWalk in December for $80 million, which Hsu considered a bargain. Originally built for about $130 million, the center reportedly sold for $73 million in 2012 after a bankruptcy. While GardenWalk may not have lived up to its potential yet, Anaheim city spokesman Mike Lyster said, it has done better in the past few years because of the relocation of the House of Blues from Downtown Disney and openings of several other stores and eateries.    There   s so much potential there and we just want to see the center continue along that path    he said of the new ownership. Hsu said when GardenWalk was built, area rents soared and smaller, independent businesses couldn   t afford to stay. The corporate chains that came in were attractive mainly to tourists, not drawing the locals looking for something unique. He sees demand there that he hopes to fill with variety, including an array of food and d all ages. Anaheim Councilwoman Lucille Kring, who ran a wine bar at GardenWalk for three years, said what has really hampered the center is that it was    terribly designed,    leaving tenants who aren   t next to the street hidden from view, and the parking structure     with limited free parking     an annoyance. Her wine bar, a previous movie theater and other businesses closed because customers didn   t know they were there, she said, adding,    When a Rocky Mountain Chocolate Factory goes out o",2019,04-Apr
Orange is sued over council electior -,JeongPark,Anaheim Bulletin,english,"A lawsuit recently filed in state court seeks to force the city of Orange to change how its City Council members are chosen by voters. The city uses the at-large system, where all voters choose from the slate of candidates for the council. That system dilutes the votes of Latinos, which make up nearly 40 percent of the city   s population, said Kevin Shenkman, the attorney who filed the lawsuit. His firm had sent a letter in April 2017 demanding the city adopt district-based elections. Under that system, the city would be carved into geographic districts and the smaller pool of voters in each district would choose a representative to the council. Numerous cities and school districts across Orange County and California have made the shift to district elections in the past few years, many in response to lawsuit threats.    We attempted to get the city to change its election system without the need for litigation,    Shenkman said.    But haven   t had any luck.    He said the special election in November rather than appoint a Latina candidate, Betty Valencia, was a factor in bringing the lawsuit. Valencia finished third in the November election for two council seats. But another seat opened up because of that election when Mark Murphy rose from being a councilman to mayor. The council had the choice of appointing a replacement or having an election.    I understand her views don   t with the majority of the council,  ",2019,04-Apr
Barton Parks new playground is made to be accessible,Heather McRea,Anaheim Bulletin,english,"Anaheim   s latest playground offers fun to children who might not be able to get as much use out of the city   s other parks. Built recently by volunteers, the playground at Barton Park has play equipment that is accessible to children with disabilities. Children who use wheelchairs can spin around on a merry-go-round type feature that can use straps to hold them in place. The Teeter TXinnel has equipment that will help a child transfer safely out of a chair and onto the teeter-totter. There are also accessible swings, and for children with vision impairments there are Braille panels throughout the playground, officials said. Most city parks have something that is accessible to children with disabilities, city spokeswoman Erin Ryan said, but Barton Park is the first to have integrated ramp access and a playground fully designed for use. The playground was sponsored by the Disneyland Resort through the national Kaboom! Program, which organizes community build projects across the country. Anaheim Fnd the city helped out. Disneyland   s CastABLE diversity resource group pitched the idea of an accessible playground and offered expertise, officials said. Children from the surrounding neighborhood also helped with suggestions for the design. Before the army of volunteers descended to build the playground in a matter of hours, the park was just one big grassy field, Ryan said. In the next year, the city will be adding walking paths, picnic areas and sports fields. The work is expected to be done by next spring, she",2019,04-Apr
Disneyland will open    Star Wars   ,Marla Jo Fisher,Anaheim Bulletin,english,"Disneyland   s much anticipated new Star Wars: Galaxy   s Edge land will open to the public May 31, Disney Chairman BobIger announced during the company   s annual shareholder meeting in St. Louis, 165 miles from Marceline, Missouri, where Walt Disney was reared on a farm. Iger said    tremendous demand    from guests led to the decision to open earlier than expected.    On opening day, we will transport guests to a galaxy far, far away,    Iger told the shareholders. However, people will need a free advance reservation to access the land between May 31 and June 23, which Disneyland Resort hotel guests will receive automatically with their hotel stay. Details on how to make a reservation will be available on Disneyland.com, officials said in a statement. The date of the opening of the first new land at Disneyland in decades     and the first one devoted to the ever-popular    Star Wars    franchise     has been one of the most eagerly awaited pnder construction simultaneously in Florida, and Iger announced it would open Aug. 29. Although the Anaheim land will be unveiled to the public     at least those who   ve scored reservations     May 31, it will be a so-called soft opening, meaning that not all rides or attractions will be running. The previous date that had been widely thrown around, although not by Disney, had been June 22, but opening earlier means Disney can capture more of the summer vacation crowd and fine-tune the operations, fixing any glitches before the bigge",2019,04-Apr
   A devastated city   ,Darlene Superville,Anaheim Bulletin,english,"BEIRUT    A massive explosion rocked Beirut on Tuesday, flattening much of the city   s port, damaging buildings across the capital and sending a giant mushroom cloud into the sky. More than 70 people were killed and 3,000 injured, with bodiesburied in the rubble, officials said. It was not clear what caused the blast, which struck with the force of a3.5 magnitude earthquake, according to Germany   s geosciences center GFZ, and was heard and felt as far away as Cyprus more than 180 miles across the Mediterranean. Lebanon   s interior minister said it appeared that a large cache of ammonium nitrate in the port had detonated. The sudden devastation overwhelmed a country already struggling with both the coronavirus pandemic and a severe economic and financialcrisis. For hours after the explosion, ambulances rushed in from around the country to carry away the wounded. Hospitals quickly filled beyond capacity, pleading for blood supplies, and generators to keep theirlights on. For blocks arresidents staggered through streets lined with overturned cars and littered with rubble from shattered buildings. Windows and doors were blown out miles away, including at the city   s only international airport. Army helicopters helpedbattle fires. Interior Minister Moham- med Fahmi told alocal TV station that it appeared the blast was caused by the detonation of more than 2,700 tons of ammonium nitrate that had been stored in a warehouse at the dock ever since it was confiscated from a cargo ship in 2014. Witnesses reported seeing an orange cloud like that which appears when toxic nitrogen dioxide gas is released after an explosion involving nitrates. Videos showed what appeared to be a fire erupting nearby just before, and local TV stations reported that a fireworks warehouse was involved. The fire appeared to spread to a nearby building, triggering the more massive explosion, sending up a mushroom cloud and generating a shock wave. Charbel Haj, who works at the port, said the blast started as small ions like firecrackers. Then, he said, he was thrown off hisfeet. The explosion came amid ongoing tensions between Israel and the Hezbollah military group on Lebanon   s southern border. Many residents reported hearing planes overhead just before the blast, fueling rumors of an attack, though Israeli military overflight sare common. An Israeli government official said Israel    had nothing to do    with the blast. Hespoke on condition of anonymity because he was not authorized to discuss the matter with the news media. President Donald Trump said the U.S.    stands ready to assist Lebanon,    and U.S. Secretary of State Mike Pompeo extended his    deepest condolences.       Our team in Beirut has reported to me the extensive damage to a city and a people that I hold dear, an additional challenge in a time of already deep crisis,    Pompeo said in a written statement. At the start of a White House news conference on the coronavirus, Trump said the explosioneporter if he was confident that it was an attack, Trump said:    I met with some of our great generals and they just seem to feel that it was.    But one of Israel   s top bomb experts, Boaz Hayoun, said fireworks could have been a factor setting off the bigger blast.    Before the big explosion ... in the center of the fire, you can see sparks, you can hear sounds like popcorn and you can hear whistles,    said Hayoun, owner of the Tamar Group, which works closely with the Israeli government on safety and certification issues involving explosives.    This is very specific behavior of fireworks.    The blast was stunning even for a city that has seen a 15-year civil war, suicide bombings, bombardment by Israel and political assassinations.    It was a real horror show. I haven   t seen anything like that since the days of the (civil) war,    said Marwan Ramadan, who was about 500 yards from the port and was knocked off his feet by the force of the ers as he toured the site, exclaiming,    Beirut is a devastated city.    Prime Minister Hassan Diab vowed that    those responsible will pay.    Confusion reigned across the city, as people cleared out of damaged homes or tried to locate family. Motorcyclists picked their way through traffic, carrying the injured. One woman covered in blood from the waist up walked down a trashed street while talking furiously on her phone. On another street, a woman with a bloodied face looked distraught, staggering through traffic with two friends at her side.     This country is cursed,  ",2020,05-Aug
ArlingtonHts. library to reopen Friday,Christopher Placek,Anaheim Bulletin,english,"Coinciding with the start of Phase 4 of the Restore Illinois plan, the Arlington Heights Memorial Library plans to reopen Friday with limited hours and services. Library doors will open at 9 a.m. at first for older adults and those with underlying health conditions, and at 10 a.m. for the general public. But capacity will be limited to 150 people, and officials are asking people to limit their visits to an hour at a time.    We want to be able to accommodate the needs of the community as quickly as possible and as safely as possible as well,    said Mike Driskell, the library   s executive director. To that end, all patrons over age 2 will be required to wear a mask, practice social distancing and follow directional signage, such as going one way down bookcase aisles, officials said. The library staff has installed plexiglass at service desks and is encouraging patrons to use self-checkout stations, which are spaced out fromone another. A limited number of public computers are also available at a time, and they will be cleaned in betweenvisits, Driskell said. While some large sofas remain, most of the tables and chairs have been removed, and the second floor     with its ample meeting rooms     is off limits for now. At the same time, virtual services and programming will continue, officials said. The new limited library hours are 9 a.m. to 8 p.m. weekdays, 9 a.m. to5p.m. Saturdays and 11 a.m. to 5 p.m Sundays. The first hour every Friday is reserved for vulnerable populations     including seniors and those at higher risk for severe illness     though those hours could later be expanded, said library spokeswoman Mary Hastings. Hastings said a greeter will be posted at the front entrance on Dunton Avenue to monitor ",2020,05-Aug
"State: Let   s reopen schools in fall June 24",Marni Pyke,Anaheim Bulletin,english,"Children across Illinois are expected to return to school this fall a well come development for many after months of remote learning but one bringing challenges and changes in theCOVID-19 era. State officials released guidelines for school districts to follow Tuesday. The plan affects kindergarten through grade 12, plus universities and colleges.    The benefits of in-person instruction can   t be overstated,    Gov. J.B. Pritzker said inabriefing. The plan came as the one day death toll for COVID-19 grew by 38 while the number of cases increased by 601, authorities reported. How schools reset will be up to individual districts inconsultation with state and co",2020,05-Aug
Ready to really see red?,Mick Zawislak,Anaheim Bulletin,english,"The Lake County Division of Transportation wants to make drivers see red. And it will be a good thing when they do, officials say. The county board this week approved a deal with the Illinois Department of Transportation to install snow-proof visors on all 175 county-owned traffic signals. The move aims to address traffic hazards that can develop when blowing snow, under the right conditions, can be driven into the signals, obscuring them from drivers    view. That was evident in November 2018, when the perfect blend of windy conditions and wet snow caused issues across the region.    (Drivers) could not see where the reds were and kept going through,    said Jon Nelson, engineer of t",2020,05-Aug
Biggest Bump In Hospital Patients, JAKE GRIFFIN,Anaheim Bulletin,english,"Hospitals throughout the state added 333 more COVID- 19 patients Monday, the largestsingle-day increase since the Illinois Department of Public Health began keeping track in early April. By Monday   s end, 4,742 COVID-19 patients were being treated in Illinois hospitals, up 7.6% from the previous day. The state is averaging more than 4,200 COVID-19 patients hospitalized each day over the past week. At the height of the pandemic, hospitals were averaging about 4,800 patients, state officials said.    Several regions are running just above theworst that they saw in the spring, with no sign of slowing,    Gov. J.B. Pritzker said Tuesday.     We   renow just hundreds short of our worst hospitalization numbers from last spring.    Of those hospitalized, 911 COVID-19 patients are in intensive care. COVID-19 patients now occupy 13.5% of all the hospital beds and 24.1% of all ICU beds, according to IDPH records. Hospital administrators throughout the state have expressed concerns a and the effect it will have on hospital resources. Unlike the initial surge the country experienced last spring, where large amounts of cases were seen in a few urban areas, most states are experiencing surges and rural areas are feeling the effects as well. Hospitals are less likely to find outside backup staffing to help care for infected patients like they did in the spring. State health officials reported Tuesday that 79 more residents died from COVID-19, while there were 12,623 new cases of the disease.",2020,05-Aug
What   s the plan if park district swaps ,ERIC PETERSOY,Anaheim Bulletin,english,"Prospect Heights Park District commissioners are considering potential designs for a reconfiguration of John Muir Park but have yet to discuss in detail a proposed land swap that would enable it. Lexington Homes has made an offer to trade 0.62 acres from the former Jolly Fun House Academy site for anequal amount of parkland, along with a $500,000 payment to the park district. That would allow construction of a controversial 69-unit townhouse development north of the parkat 999 OakAve. The townhouse proposal received preliminary approval in a 3-2 vote from Prospect Heights aldermen this month, despite opposition from surrounding property owners. Without the land swap, Lexington Homes would resort to a backup plan for only 61 town houses on a 5.23-acre site. The company has not formally sought city approval for that proposal. At city meetings on the development, neighbors have strongly criticized the proposed development. And at last week   s park district meeting, three residents voiced their opposition and swap, Executive Director ChristinaFerraro said. JohnMuir Park has a total of 4.5 acres. The usable land     some 2   to 3 acres   features a baseball diamond, a soccer field andopen space. Though the usable spacewould remain the same after a land swap, the site   s reconfigured shape would allow for different opportunities, asdemonstrated by two conceptual drawings",2020,05-Aug
Set a place for Zoom,MARNI PYKE,Anaheim Bulletin,english,"Traditionally, this is the week Curt Alliaume packs his family into the car and steers toward Washington, D.C., for a Thanksgiving feast with all the trimmings    including a house packedwith relatives. But in a COVID-19 world, he   s staying home.    We would have to self-quarantine for two weeks if we traveled there. We   ll have a Zoom Thanksgiving instead,    the Naperville resident said. Typically,     The Thanksgiving meal is hosted by our brotherin-law   s parents, and it   s amazing. But this year, we   ve all agreed to follow the rules,    Alliaume said. TheU.S. Centers for Disease Control would applaud that plan and warned last week that travel increases the risk of contracting and spreading COVID-19     as does a lengthy meal with others outside your immediate circle. If he did driveeast, Alliaume would pass from Illinois, where the seven-day average test positivity rate is 12%, to Indiana     12.5%, Ohio     12.7%, and Pnavirus Resource Center. The state with the lowest test positivity rate is Maine with 2.1%, while the highest is South Dakota with 52.5%, according to Johns Hopkins. Illinois    neighbors are all in double digits: Iowa is at 48.6%; Missouri is at 23.5%; Wisconsin is at 16%; Michigan is 11.7%; and Kentucky is 10.2%.A Daily Herald Facebook survey of readers showed many changed longstanding travel plans to feast at home but set a place for Zoom to link them with loved ones. Those decisions reflect AAA   s projections of an almost 15% drop in 2020 Thanksgiving trips in Illinois compared to 2019. Diane Pedersen   s adult sons won   t be driving from Nashville or flying from Los Angeles this year.    My in-laws normally host a small dinner (under 10) with an open house after    for other relatives, Pedersen said.    This year, it will be just my husband and me at our house. Our dinner will still be good, as my husband likes cooking, but there will be too many leftovers. P explained. ",2020,05-Aug
Iran targets US troops in Iraq,Nasser Karimi,Anaheim Bulletin,english,"TEHRAN, Iran     Iran struck back at the United States for the killing of a top Iranian general early Wednesday, firing a series of ballistic missiles at two Iraqi bases housing U.S. troops and warning the United States and its allies in the region not to retaliate. The strikes by Iran were amajor escalation of tensions that have been rising steadily across the Mideast following months of threats and attacks after President Donald Trump   s decision to unilaterally withdraw America from Tehran   s nuclear deal with world powers. Iranian state TV said the attack was in revenge for the U.S. killing of Revolutionary Guard Gen. Qassem Soleimani, whose funeral procession Tuesday in his hometown of Kerman prompted angry calls to avenge his death. Soleimani   s killing and Iran   s missile strikes also marked the first time in recent years that Washington and Tehran have attacked each other directly rather than through proxies in the region. It raised the chances of open conflict eruptiich have been foes since the days immediately following Iran   s 1979 Islamic Revolution. U.S. officials confirmed both strikes, though Iran only initially acknowledged targeting one base. There was no immediate word on injuries. Iran   s Revolutionary Guard warned the U.S. and its regional allies against retaliating over the missile attack against the Ain al-Asad air base in Iraq   s western Anbar province. The Guard issued the warning via a statement carried by Iran   s state-run IRNA news agency.    We are warning all American allies, who gave their bases to its terrorist army, that any territory that is the starting point of aggressive acts against Iran will be targeted,    The Guard said. It also threatened Israel. After the strikes, a former Iranian nuclear negotiator mposted a picture of the Islamic Republic   s flag on Twitter, appearing to mimic Trump who posted an American flag following the killing ",2020,05-Aug
"Grants to fund officer, cameras, mental health support, training",Drew C. Wilson,Anaheim Bulletin,english,"Wilson County Schools has received$174,066 in Safe Schools grants in from the N.C. Department of Public Instruction. Superintendent Lane Mills detailed the funding during Monday   s Wilson County Board of Education meeting. The district will use $33,333 for an additional school resource officer to work part time between Barnes, Hearne and Vick elementary schools. Mills said the new officer will    create a consistent and mostable environment for our students.    A new camera system will be purchased with $60,000 in school safety equipment funding for a yet-to-be-determined middle school. The grant will pay for the purchase of two new internet protocol cameras, network cabling at camera locations, brackets, dedicated network switches, a network video recorder with 18 terabytes of storage and labor for installation. Some $65,733 in Student in Crisis Services funds will cover the cost of contracting a licensed mental health service provider who will provide in-school therapy for all district scis to manage crisis prevention and suicidal risk assessments in addition to supporting social workers, nurses, school psychologists and other school staff members. Some $15,000 will be spent for school safety training for administrators, counselors and behavior specialists in    Restorative Therapy and Circle Process    developed by Cynthia Zwicky, a leading expert on the subject from the University of Minnesota. Mills said WCS is    working to address the social and emotional needs of our students while providing a safe and constructive environment for chance and growth.       The training would focus on creating safe environments and shifting the culture of the building, while addressing stressful and crisis-evoking situations for students, teachers and the overall classroom,    Mills said.    The Circle Process offers a different way of dealing with the challenges of everyday life as well as responding to the larger challenges we face. Many of our students have sufr it be physical violence, abandonment, homelessness or hunger.   Mills said this internal trauma, if not addressed,    often manifests in external violence.    Mills said the training    will assist staff members in recognizing early signs of trauma and elicit intervention before it becomes a violent and much more advanced i",2020,05-Aug
City: US 301 project 95% complete, Brie Handgraaf,Anaheim Bulletin,english,"Crews are expected to finish the U.S. 301 redevelopment project this spring, roughly two years after the road detours started.    I think it has been a great project,    said Bill Bass, Wilson public works director, estimating about 95% of the project is complete.    The weather delays have extended the lane closures, but everybody seems to be very patient, and I think it will be worthwhile. It will all pay off when we finish.    In 2015, Wilson was awarded $10 million through a Transportation Investment Generating Economic Recovery grant, which was paired with $6 million from the N.C. Department of Transportation and about $2 million from the city. Construction has included improved storm water systems from Black Creek Road to Lipscomb Road as well as raised medians, sidewalks and crosswalks.    What they are doing currently is filling in the gaps in the sidewalks and repairing broken curb and gutter and sidewalks,   Bass said.    Probably in March or April, when theing machine to get the grade of the road correct, and they   ll put the final layer of surface down.    If all the repairs are made prior to the final milling and resurface work, they may find opportunities to remove closures.    Originally the project was slated to be finished by now, but the N.C. Department of Transportation granted an 180- day extension to all projects across the state because of wet weather in 2018.    For the sidewalks on Herring (Avenue), we still have some work to do in some places with the traffic signals,    Bass said.    We also have some intersection improvements at Sallie B. Howard and on the north side of Herring.    Safety and improving mobility throughout the area is a cornerstone of the project, but Bass said the effect won   t be evident until all the work is complete.    If there have been any comments about the project, it is about being ready for it to be done,    he said.    But they are excited about all tom what I   ve heard.    Rodger Lentz, Wilson chief planning and development officer, said the project has spurred new businesses, such as the city   s second Wendy   s location and the relocation of Public Tire Warehouse, as well as other investment.    We have seen more inquiries and a fair bit of activity in the residential area where developers have purchased former vacant or less-than-appealing essidential properties and have rehabbed them,    Lentz said. Officials have held meetings for residents in the area in hopes of determining what types of businesses would do well near the redeveloped thoroughfare. Lentz said a grocery store and a bank have risen to the top of the list, but that   s dependent on private developers.    The feeling is that with an improved roadway and improved aesthetics, more development can be attracted,    he said.    That is why the city embarked on the economic revitalization plan for the highway to develop strategies ent.    The plan will be presented to the Wilson City Council for approval this spring. Also, a beautification grant program is set to launch in the corridor in the coming months.    We stand ready to assist developers and are actively promoting the corridor to business interests, ",2020,05-Aug
